57919388|3792|311756,342376,104723,536404,926710
201951768|1213|821198,780696,462325,692881,365839,538236,677536,417550,370828,370169
59283318|3879|513713,498722,420296,772888,257616,686544
201886844|1531|483444,997027,981953,845796,396205
201083922|1973|111170
199235053|1933|493566,340026
81439462|6530|888600,508518,820807,611316,517687,736762,836014,90968,565210
200702884|137|30538,585113,798024,470244
28957064|1370|971852,120211
200702895|7419|847471,963131,929126,777339,382934,815703,36459
188986265|713|699355
59254826|1211|410319,131001,484826,40438,392171,744852,151870,923477
200252120|5303|637452,500630,661529,243015,204357,918729,227027,68994,245012,345561
201940170|5064|219686,70300,904456,20896,360492,708064,611310,822170
201732423|3422|287110,337128,141506,126590,59098,814000,812570
85245537|3207|392424,950319,378628,668956,70483,945432,511160,926738,262708
71516870|5102|607198,457274,815811
77529754|3258|328206
201773341|4260|806430,925322,293635,33838,987868,944648,52883,580979,288652,315756
201759642|4251|846331,586245,113263,53119,972801,569513,59373,101613
201880650|3872|113802,326439,773033,224022,48555,823703,81241,318175,485563,265110
201616086|7279|84265,613137,549195,676021,835431,694834,854449,725465,265525
60966975|7305|482418
201974208|4658|975515,546729,539405,955995,818614,595104,600627,103543,222158
201771212|769|751805,304491,232526,157882,628758
63954701|2983|600610,425031,618571,678955
61448598|35|186490,730321,131515,522907,953973
201728829|5101|437744,34237,130988,43691,236087,241328
201988135|573|663129,487224,980230,893910,120652,339515,138854
70660925|1779|675446,379227,693746,210459
74956075|4168|886674,970839,870200,880137,574460
57362523|7115|630602,337137,896730,371390,34828
201641484|3276|256768,300480,310508,255018,95837,408938,988213,127707
58431709|4671|638099,86518,990933,981767,614546,69910
64716571|5194|522187,86222,458633,322688,828651,132145,182709,580831,242875,840506
61032312|5103|102474,156435,824051,529936,24398,985471,977906
55569619|6946|483264
201719618|5338|282316,814806,193417,21179
71765154|3454|382317,388565
49449575|6887|832579,78493,67728,870743,803699,396737,525066,102764,127499
60238844|5121|56573
198977683|5602|38710,965048,26817,880589,713542,613248
59835311|165|421935,788670,768642,314978,847749,408073,874772,115057,390899
189227722|3012|207099,743579
197629472|1713|530589,953294,162718,420664,731010,126763,734457,458008
63549434|1462|175837,916324
57597047|148|188430,136436,422388,116636,364874,922455,756934,310503,373183,875044
82030703|1040|465176,342555,200541,776774,507919,524415,217032,18482,686485
201071329|915|938673,727445,459017,686914,846438,882456,862371
58725061|7124|756171,218007,817368,407867,982983,215029,632862,496547
196952660|3759|968203,796629,499998,145234,933562,606121
202007583|2081|912708,41312,411863,294620,145166
201992592|2437|838367,570546,507487,906009,721495,714395,580376,475869,941242
49596394|4661|720639,295573,838684
86793236|1628|181740
201006185|7292|849929,178887,483704,340657,389539,213347,296723
200107861|254|230289,125652,530411,740858,587226,409296,984681,460448,322378
60966592|1113|804595,66598,535799,14213,472839,584795
81940688|798|145976
59677400|861|391174,512887,277800,447894,317595,656273,995523,242608,779366
59194039|5042|636308,372509,360707,246536,352251,167024,136609,837793,100540,459273
202017307|4476|740022,37625,898124,882941,398804,131471,339351,555686,346588
52453165|4417|846969,550367,598635,820482,14209,636858,380242
201709539|4160|101675,63558
179563938|3641|374785,650249,130146
59533746|1906|503260,539171,779609,988422,501370
199885239|1019|611456,973545,752093
201503129|5875|512470,336927,660929,676644,255855,172904,950702,708615,880419,409386
201138342|4146|258656
53663531|3531|913101,22257
201913322|5925|252588,68378,213766,624234,717916,70694,807874,651887,638547,510996
197629198|6553|456411,517044,758037,467710,560555,385054,567418
201309615|2181|869346,756922,615188
201998189|666|228285,394972
57032333|774|896850
81227407|4391|368325,583992,443016,804327,121067,899136,455301,298640,930420,439664
201102364|1584|410932,198494,968594,140696
199424587|586|672320,130149,851289,719031,142862,23747,589349,377237,616616,876548
57764677|5996|121723
63088540|1661|818029
201781360|5280|492065,555435,674540,213909,910940,425801,279921,991553,967060
58182261|353|931566,320822,321850,493709,509677,962395
201157014|2953|569719,377667,646408,114806
201994051|96|763323,289858,54937,760233
63240131|5241|836692,578567,815918,935964,559218,476687
51348342|4488|950108,669404,177424
192503526|799|887072,361630,381575
202011012|2572|862670,296305
199751265|4241|62520,579117,679544,586399,770538
201923421|6000|644546
53636575|4460|952875,910824,847434,94462,113034,559130,405900
68271552|7630|514401,564717,945687,40832,379930,108431,841904,951699,24114
75074167|5965|40030,676936,179549,258104,521128,662924,184587,337492,417869
201233631|1374|182343,91096,843284,525567,925983,385270,447286
55975429|236|578132,835614
44457418|3806|898284,977222,881201,570959
59788211|421|644301,324027,422533,134165,300850,77211,563998,864817,863596
79965000|1728|248649,349776,901595
46628073|3689|754853,559384,750753,136212,47176,302184,209085,568759,24906,162419
201961042|1088|831954,170238,667677,627999,500573,503550,530127,484560,822198,693304
88199554|2914|991346,927727,251749,969913,777879
48422338|1319|596103,220901,938106,255881
201767251|593|84391,163263,415634
54595455|493|861041,62251,792318,130673,84034,354615,610935
201991161|394|379767,36153,856095,727282,183118
55569715|1333|125181,274375,302186,805410,658843,362262,682491,905993,892980,123339
196638784|520|231015,133829,650273,753328,341704,80074,462502,927693,355660,894985
49771602|7460|787266
79700517|2358|409510,329811
64487061|2472|999048,197637,64284,39189,119413,507602,810457,576234,425396
62995086|6215|471569,633684,624135,450609,217625,862869,868339,632358
201990614|746|171044,251099,197818,795017,76073,795525
118616900|4539|637134,69583,865158,665342,111433
195358335|1332|681646
59410296|4511|553595,164105,65538,81309
88534034|7389|424096,705596,644035,465793,162673,200219,342040,89634,735019,32649
65763181|3993|372792,995826,43424,325078,147600
79755737|4293|457646,734511,936770,256146,410256,665786,391906,960644,14926,148580
201503165|3241|354493,689000,245768,200220,177768,604286,16459,333567
201695583|1621|673261,63123,766299,695632,958204,691332,488983
201774394|1657|545125,972250,429901,311549,342312,346454,474948,650740,764394,390191
60998208|265|184035,684810,513520,354333,214170,85382,439054,704391,603046
29024692|6981|766697,446839,561295
30353556|2461|316353,678392,798111,882005
201771303|7204|343976,579857,327120,928853,381246,830987
86793178|5376|114177
201996638|268|806708,738084,529489,966705,447624,40189
73576060|661|631695,483079,967856,413561,242939,841627,989826
65253202|415|824701,710386,334946,224280,235709,219694
60422216|498|977147,78512,108752,171132,378827
201801067|5741|98783,479563,576474,349487,555457,174349,760364,584279,663904
55299888|7333|775599,187321,604779,730311,712621,364363,691419,328024
201994113|5777|853408,490818,589749,33342,516351,45850,929625,678531,141893
81480903|873|141765,423649,453556,844650,319745
59175976|5753|872193,943427,485391,334685,349324,733201
202014510|2084|207074,496528,646040,928544,17719,922319,857199,588433,65399
201772949|5703|905805,157112,518605,443303,784618,704844,283105,370999,752144
152915882|2071|337068,722002,346706,579275,133271,82679,704506
66004487|4126|482175,439259,125252,73869,486465,300603
57854452|2957|278463,835353,13278,57909
59988544|891|68940,495851,560567,320107,999858,384479,291081,697922,146449
199696240|3749|650967
59067162|5437|913045,847373,915203,34475,165098,260381,808948,367658,787793,47952
65991247|4682|849039,795412
201971689|7330|343051,948210,360474,991789,74661
73297478|700|872872,848016,301380,614534,78993
185469194|1177|600864,977897,732666,750198
201642322|4468|569173,25717
63615284|1585|186588,698144,732975,653021,782985,846399
58963685|3313|393522,796335,190186
70458950|1612|306846,470001,214444,789047,84917
63618419|6750|17990,861773,385885,968497,49259,257859
201148910|1337|64225,981370,755685,286954,715659,141406,587531
85245560|4681|432487,915004,349139,344355,631812,69343,93074,586729
201703181|3451|581760,707119,149071,489392
199235106|1368|588420
201996735|7122|745150,34470,879552,929520
201454350|5230|222947,195442,878923,335374,666804,19643,109440
188109929|5169|749964,926485,989589,459963,326451,93569,414456,486697,128656
66198523|5294|145637,444577,56164,226416
127539692|7538|474770,206062
57272899|2395|624125,467570
62650504|6159|52704,131791
202013631|4520|901541,881986,253108,697023,591839,97172,844080,537834,543812,204336
191196378|849|557525,554598,312942,686336,62274,758589
66327146|2706|257314,369180,829720,536134,118723,64173
202019321|6983|202385,609355
86974441|5171|578479,554408,942232,453476,759645
201942311|4052|893494
201992364|2164|701125,891271,301024
80736723|1810|896298,49676,523455,117000
66332390|3367|650335,492696,172406,620904,49719,411664,216845,25097,60428
62425115|5920|785907,743543,144983,55276,786198,211967,757311,119145,53246
201088175|4320|118817,343070,786475
201691808|2731|133647
62871440|3711|73738,52039,135172,774900,353009,595821,962918
59745529|3336|859671,469461,353679,675624,983279,481978,258071,103451,192414,422671
197543157|1615|825543
201993970|4664|57052,115038,695624,640288,505493,381546,604836,997515,123977
196881660|2403|663847,417446,84643,517877,993881
59724178|3349|754843
56798109|7257|413437,778485,183998,674260,451390,585364,226953,351883,981156,258094
201785588|5421|333544
58380562|758|226798,576995,377587,529219
57666210|2868|170850,525159,26380,192713,654141,588398,973776,142634,727858,321708
88460616|1447|727646,38629
61867229|2178|663699,176760,533390,689642,389173,763815,384043,678210
49067963|7314|242708,978950
59051392|1715|455596,697889,283334,72716,621519,721747,921497,786203
201999079|4167|80674,324021,313727,409506
201988125|5424|464063,317860,182771,129693,590967,294806,659194
82863534|2346|996438,929691,552349
200164950|840|882940,81995,620287
200302604|5128|916030,505085,631508,196230,26114,664737,805882,104234,407617
58749997|2731|532641,226401
201717304|2404|753247
52453187|6395|110760,221896,103079,263145,144841,504604,837272,152684,766678,232202
199693724|6944|615011
54595390|5867|487340,295400,201470,900415,893659,468372,419352
196708027|7906|573654,676269,651906,89493,233384,862400,708476,780505
63634244|2788|150657,486139
28899201|1859|114148,712961,774363,737749,261566,280612
80754544|334|872712,326142,153460,354852,538302,470281
201988018|5045|789598,24561,951410,128102,641298,938883,537931,590283,297509,453182
201986424|1393|17118,326030,103893,614334,395739,816301,423973,979835
198008262|9179|359607,692681,511446,22155,324292,293654,224787,308728,354941
199694675|1544|823503,266224,150373,73766
201644742|5425|452675,702612,56011,659025,470243
59990275|1577|337225,786134,393710
80736577|3341|523567,44050
201887404|1907|873328,357500,672029,394193,89532,895090
201977730|1536|948883,90878,322845,554545,771676,570134
201710762|2441|759661,130197,742558,502238
76797706|1532|491058,147303,911235
201934755|1764|853896,185348,153192,407658
73199513|3802|356518,600419,767356,223630,739571,780829,39518
202001646|1012|926867,700850
72781280|3659|938489,452469,616354,105339,494949,668004
61195493|7432|383206,69562,460850,127656,223350,131767,942237,935931
59787997|2167|278191,114050,278753,412231,788821,19640,514700
201649714|4090|210532,463386,183442,630889,241330,350490,380038,300543,704999,40416
60274393|3037|200041,821917,577588,909775
78851444|1804|408506,989805,483580,600249,186339
57640292|3462|587682,728172,824938,279477,413147,968430
60071010|1532|794250,508449,302864,949030
128213296|3515|353205,93384,570771,380618,230787,308775,932303
200551491|2053|172093,498001,71128
202007858|7218|166747
63940906|2556|565914,461568
57597023|3483|216181,757836
201708885|1779|638415,376121,587389,206780,211083,105999,624314
201936836|4330|971385,486337,177601,709393,181066,140751,480863,657235,243558
59000268|2562|557764,779775,839548,60672
60483420|4275|810755,471739,547875,704557,505448,989248
201781023|57|351940,892057,185497,913846,415366,255926,254625,235648,110080,109606
54014395|5170|720017,998442,284013,24410,347915,73255,388450,272596
201701543|2943|113965,193012,92126,556093,501839,486581,645637,424226,581216
59012124|179|700857,392568,25482,654913,171973
201697064|7116|754770,578326,82388,726143,844978,397676,77188,796961,143407
76462999|1558|475801,480820,352655,540590,498800,116055,471022,821003
63489900|2092|81736,273307,457792,26153,490245,954139,945859,534105,128853,178113
54600712|665|120793,562435,894919,428261,920964,231119
75279744|3918|253103,130292,382906,549272,541900,358164,928078,703217
57764903|2560|361424,88940,274509,355818
201726105|2657|826209,152631,405228,215041
43119371|1519|396859,738465,144930,283963
201990636|5480|660012,275564,925890,285607,701293,946363
196454114|4195|453107,381248,721903,996554,698265,506277
201863974|2130|150778,656597,376440,596686,142172,510862,731070,419305,132932,535691
201153144|4059|729558,273699
201783947|737|421357,51513,157153,282395,468998,554009
185450135|5889|132459,867943,796625,481535,464605,731740,407377,897726,152758
189382498|3804|706629,200801,508768,514302,793174,823410,689515
201800234|5028|786050,644746,309942,944235,653761,296784,183841,927808,865792,345010
199352775|4506|442443,366834,713157,227692,107767,788146,751055,696700,773453,106060
60818547|802|139688,727332,393994,271997,454386,191739,210944,256528
64245069|5773|699004,35868,825845,943109,858912,967616,216099,297828
80804407|6734|577798,642870,420007,834374,152332,839014,22548
53197281|4557|469877,59859,312006,179074,733058,292383,471934,640336,902984,597481
109034025|2125|948514,851208,950024,123828,700282,942580
188284968|3117|699263,700027,688874,885719
58895194|806|668979,825272,626869,363057,131669,525263,101888
201976311|595|694035,640380,577169,75742,560592,824225,297574,530441,236513
201929062|3898|779988,356496,819492,377282,255934,961038,246189,767531,857685,742651
28943885|5496|833920,377802,288032,261482,992956,186973
59976400|423|233646,742458,104105,203273,684230,552076,392942
185077635|341|252561,758765,316834,457463
201987988|5987|956077
189378119|4013|263780,780272,310216,240741,231123,888752
81996397|2324|27695,898888,274204,458790,451824,235677,659528,276817
61299341|7165|125143,205716,165272,501219,723658,190451,771716,301599,713224,97611
58365471|544|662549,950177,349503,295652,956131,80517
198286536|4089|902958,891391,286601,799880,281269,313691,486486,588994
81314704|1291|564720,637934,129985,935485,900098,407582,74565,513870
61183489|7635|585999,946157,160429
197629544|3209|378998,913943,747497,694205,581909
201722173|2860|877306,814509,709751,257748,624760,605921,926589,982309
76932721|4600|485737,636270,675789,413581,922534,639423,343938,79856,468614,836512
81577299|7420|916353,934221,434927,868974
78941596|1708|440229,503769
201649580|2343|145462,100221,221085,381385,411893,879962,393547,829484,609511,186502
199353548|1503|290645
192302258|4607|582776,851576,504642,152404,517121,645418,995622
48149353|2340|766272,328583
61142983|1428|211537,379818,798395
201664419|5498|982717,90294,751285,271251,394404,832511,675337,521537,545954
62437796|2678|761834,600480,286162
77654756|3168|318232,336972
199424019|3194|331082,633567,897236,493602,333946
60105617|5680|773696,587175,898894,537030,972973,399538
64716626|3462|315390,685769,748773,479717
55299894|1896|463256,334457,395278,976426,864854,805832
77290464|1358|19443,647973,415106,286152,200112,172165,849597,936808,524755
201649885|4693|496526,246248,368815
201781421|3013|448754,300201,342752,590435,137243,348720,248471
202001008|2182|786796,19740,445455,248524,856998
196126257|774|833367
63056588|2761|466035,538391,939900,947410,923297,199941,869527,36525,815562,410610
56794682|1695|856289,97568,408582
61317104|7645|817126,957814,721224,700835,890922,926593
88801441|3721|156671,463854
65654195|1525|627005
76947605|3768|254671,633185,348152,839567,359056,496799,213945
51318655|7163|461340,228044
79988078|1188|538600,599763,287360,388502
62747418|1251|996417,683717
63561931|2160|338019,848302,784239,46967,745168,559268,660240
61247149|3244|873743,951566,75279,987254,704814,556922
200552829|3185|251253
201559686|3780|908623,252785,347444,848780,716253,576757,344591,484848,723491,41290
62026059|1294|945954
201932903|2213|609436,80393,806602
201932180|4665|34806,360319,823028,113409,726850,69512,77680
63798500|655|82225,710019,772705
